Player,Position,Minutes,Impact,Fatigue_Score,Predicted Impact,Sub_Recommendation,Sub Early Probability
Florian Tardieu,MF,1008.0,0.01984127,0.758928571,0.012192353,Sub Early,0.398032093
Ciprian Tătărușanu,GK,1440.0,0.002083333,0.0,0.01204766,Monitor,0.417333999
Niklas Tauer,"DF,MF",90.0,0.0,0.7,0.012499825,Monitor,0.141473372
Semir Telalovic,"MF,FW",9.0,0.0,7.0,0.012526955,Monitor,0.689394133
Alex Telles,DF,1431.0,0.014675052,0.823899371,0.012050675,Sub Early,0.529497144
Simon Terodde,FW,1827.0,0.014778325,1.443349754,0.01191804,Sub Early,0.710727131
Aleksa Terzić,DF,936.0,0.028846154,0.692307692,0.012216468,Sub Early,0.38763772
Tetê,FW,737.9999999999999,0.009485095,1.036585366,0.012282786,Sub Early,0.324090877
Sada Thioub,"DF,FW",1062.0,0.016949153,0.915254237,0.012174266,Sub Early,0.425150799
Alexis Tibidi,"FW,MF",72.0,0.0,0.5,0.012505854,Monitor,0.128716728
Karl Toko Ekambi,"FW,MF",972.0,0.017489712,0.861111111,0.012204411,Sub Early,0.392457322
Lorenzo Tonelli,DF,18.0,0.0,0.5,0.01252394,Monitor,0.121060398
David Torres,DF,387.0,0.002583979,0.627906977,0.012400349,Monitor,0.193699674
Roberto Torres,"FW,MF",9.0,0.222222222,0.0,0.012526955,Keep in Game,0.432270253
Almamy Touré,DF,396.00000000000006,0.005050505,0.75,0.012397334,Monitor,0.207420407
Birama Touré,MF,3401.9999999999995,0.002057613,0.825396825,0.011390515,Sub Early,0.928675298
Mohamed Toure,"FW,MF",27.0,0.037037037,3.666666667,0.012520926,Monitor,0.428461186
Yoann Touzghar,FW,450.0,0.002222222,1.12,0.012379248,Monitor,0.243015057
Charles Traore,DF,486.00000000000006,0.004115226,0.62962963,0.01236719,Monitor,0.216938449
William Troost-Ekong,DF,441.00000000000006,0.002267574,0.632653061,0.012382262,Monitor,0.204762094
Frank Tsadjout,FW,1053.0,0.013295347,1.846153846,0.012177281,Sub Early,0.513644571
Theocharis Tsingaras,MF,9.0,0.111111111,0.0,0.012526955,Monitor,0.224312193
Alessandro Tuia,DF,513.0,0.001949318,0.578947368,0.012358147,Monitor,0.215988624
Martin Turk,GK,360.0,0.0,0.0,0.012409392,Monitor,0.147625144
Ike Ugbo,"FW,MF",891.0,0.006734007,1.121212121,0.012231541,Sub Early,0.371889157
Samir Ujkani,GK,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Lauren Ulrich,MF,9.0,0.0,8.0,0.012526955,Monitor,0.773246359
Cengiz Ünder,"MF,DF",2493.0,0.025671881,1.202166065,0.011694972,Sub Early,0.852519403
Filip Uremović,DF,1728.0,0.002314815,0.71875,0.011951199,Sub Early,0.586782202
Oscar Ureña,MF,99.0,0.0,2.0,0.01249681,Monitor,0.225630843
Jere Uronen,DF,297.0,0.006734007,0.515151515,0.012430493,Monitor,0.174336565
Diego Valencia,"MF,FW",234.0,0.008547009,2.076923077,0.012451594,Monitor,0.278792347
Yan Valery,DF,45.0,0.0,0.8,0.012514897,Monitor,0.139607199
Manu Vallejo,"FW,MF",207.0,0.019323671,0.652173913,0.012460637,Monitor,0.181911423
Mattia Valoti,"MF,FW",450.0,0.006666667,1.8,0.012379248,Monitor,0.308856108
Jamie Vardy,FW,1854.0,0.011326861,0.95631068,0.011908997,Sub Early,0.66701732
Renato Veiga,DF,639.0,0.00312989,0.85915493,0.012315945,Sub Early,0.269911291
Miguel Veloso,MF,1161.0,0.017226529,0.775193798,0.012141108,Sub Early,0.442523406
Unai Vencedor Paris,MF,189.0,0.010582011,2.666666667,0.012466666,Monitor,0.323472094
Daniele Verde,"FW,MF",999.0,0.021021021,0.684684685,0.012195367,Sub Early,0.390085017
Simone Verdi,"MF,FW",1098.0,0.02276867,1.56557377,0.012162209,Sub Early,0.518749763
Gonzalo Verdú,DF,702.0,0.001424501,0.58974359,0.012294844,Monitor,0.260402659
Marco Verratti,MF,2196.0,0.015027322,0.807377049,0.011794448,Sub Early,0.751533557
Valerio Verre,MF,675.0,0.019259259,1.866666667,0.012303887,Sub Early,0.407297214
João Victor,DF,846.0,0.005910165,0.819148936,0.012246613,Sub Early,0.327522218
Aleix Vidal,"MF,FW",1026.0,0.01754386,1.315789474,0.012186324,Sub Early,0.457306749
Clément Vidal,"DF,MF",1899.0,0.001053186,0.45971564,0.011893924,Monitor,0.610721193
Gabriel Vidovic,FW,18.0,0.166666667,0.0,0.01252394,Monitor,0.321917424
Ronaldo Vieira,MF,18.0,0.0,5.5,0.01252394,Monitor,0.54110687
Tonny Vilhena,MF,2268.0,0.010582011,1.031746032,0.011770333,Sub Early,0.77865774
Joel Voelkerling Persson,"FW,MF",99.0,0.01010101,2.636363636,0.01249681,Monitor,0.294868556
Lukáš Vorlický,"MF,FW",27.0,0.0,1.333333333,0.012520926,Monitor,0.166189609
Robert Wagner,MF,36.0,0.0,1.5,0.012517911,Monitor,0.178048772
Theo Walcott,"FW,MF",1125.0,0.016888889,0.952,0.012153165,Sub Early,0.449013798
Kyle Walker-Peters,DF,2646.0,0.006046863,0.81292517,0.011643727,Sub Early,0.834089137
Paul Wanner,MF,27.0,0.037037037,1.666666667,0.012520926,Monitor,0.241033325
Danny Ward,GK,2340.0,0.0,0.0,0.011746217,Monitor,0.693389311
Axel Werner,GK,180.0,0.0,0.0,0.01246968,Monitor,0.120582181
Harvey White,MF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Joseph Whitworth,GK,180.0,0.0,0.0,0.01246968,Monitor,0.120582181
Georginio Wijnaldum,MF,765.0,0.013071895,0.623529412,0.012273743,Sub Early,0.300245134
Harry Winks,MF,1719.0000000000002,0.008726003,0.780104712,0.011954213,Sub Early,0.603772633
Frederik Winther,DF,90.0,0.022222222,0.0,0.012499825,Monitor,0.12897024
Przemysław Wiśniewski,DF,999.0,0.004004004,0.621621622,0.012195367,Sub Early,0.349256911
Hannes Wolf,FW,450.0,0.017777778,1.06,0.012379248,Monitor,0.263772863
Xeka,MF,549.0,0.0,1.524590164,0.012346089,Monitor,0.298727483
Jawad El Yamiq,DF,1610.9999999999998,0.003724395,0.547486034,0.011990386,Monitor,0.534342384
Gerard Yepes,MF,198.00000000000003,0.005050505,1.681818182,0.012463652,Monitor,0.231952907
Maya Yoshida,DF,2556.0,0.001564945,0.408450704,0.011673871,Monitor,0.783359016
Mohamed Youssouf,DF,2457.0,0.006105006,0.919413919,0.01170703,Sub Early,0.804690133
Wilfried Zaha,"FW,MF",2286.0,0.015310586,1.948818898,0.011764304,Sub Early,0.847645455
Rodrigo Zalazar,"MF,FW",1323.0,0.031746032,1.918367347,0.012086848,Sub Early,0.644908517
Oliver Zandén,"DF,MF",144.0,0.013888889,1.3125,0.012481738,Monitor,0.206036713
Luca Zanimacchia,"MF,FW",747.0000000000001,0.018741633,1.337349398,0.012279771,Sub Early,0.37436371
Mattia Zanotti,DF,27.0,0.037037037,3.333333333,0.012520926,Monitor,0.393820566
Akim Zedadka,DF,1602.0,0.008739076,1.050561798,0.011993401,Sub Early,0.595233618
Karim Zedadka,FW,18.0,0.0,2.0,0.01252394,Monitor,0.207796547
Deyovaisio Zeefuik,DF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Marvin Zeegelaar,DF,351.0,0.014245014,2.0,0.012412406,Monitor,0.313884453
Arber Zeneli,"FW,MF",999.0,0.024024024,1.882882883,0.012195367,Sub Early,0.52342557
Hakim Ziyech,"FW,MF",657.0,0.02587519,1.178082192,0.012309916,Sub Early,0.346021832
Jeroen Zoet,GK,333.0,0.0,0.054054054,0.012418435,Monitor,0.146143558
Tanguy Zoukrou,DF,513.0,0.001949318,0.333333333,0.012358147,Monitor,0.198662379
Petar Zovko,GK,72.0,0.0,0.0,0.012505854,Monitor,0.106492928
Filip Đuričić,"MF,FW",2169.0,0.017058552,1.526970954,0.011803492,Sub Early,0.801945065
Charles Abi,FW,45.0,0.0,3.0,0.012514897,Monitor,0.294469035
Dickson Abiama,FW,729.0,0.010973937,2.135802469,0.0122858,Sub Early,0.434948875
Luis Abram,DF,558.0,0.0,0.306451613,0.012343074,Monitor,0.203459715
Ragnar Ache,"MF,FW",261.0,0.01532567,2.724137931,0.012442551,Monitor,0.359296932
Martin Agirregabiria,DF,1620.0,0.009259259,0.933333333,0.011987372,Sub Early,0.589812646
Sergio Agüero,FW,153.0,0.013071895,1.117647059,0.012478724,Monitor,0.193394728
Álvaro Aguirre,FW,9.0,0.0,4.0,0.012526955,Monitor,0.379646885
Carlos Akapo,DF,1845.0,0.003794038,0.902439024,0.011912011,Sub Early,0.644346072
Sofiane Alakouch,"DF,MF",162.0,0.00617284,2.277777778,0.012475709,Monitor,0.273224977
Josué Albert,DF,18.0,0.0,1.5,0.01252394,Monitor,0.17465608
Paco Alcácer,FW,782.9999999999999,0.014048531,1.068965517,0.012267714,Sub Early,0.349105568
Allan,MF,2187.0,0.007773205,1.057613169,0.011797463,Sub Early,0.757566955
Giorgio Altare,DF,1467.0,0.006134969,0.852760736,0.012038617,Sub Early,0.525683781
Dani Alves,DF,1098.0,0.023679417,1.032786885,0.012162209,Sub Early,0.463606188
Steven Alzate,MF,405.0,0.004938272,1.111111111,0.01239432,Monitor,0.235994447
Emmanuel Amankwaa Akurugu,DF,81.0,0.024691358,1.222222222,0.012502839,Monitor,0.201751662
Wisdom Amey,DF,72.0,0.0,0.375,0.012505854,Monitor,0.122815543
Sebastian Andersson,FW,1260.0,0.012698413,2.05,0.012107949,Sub Early,0.600019581
Florin Andone,FW,180.0,0.016666667,2.35,0.01246968,Monitor,0.303113584
Andrés Andrade Cedeño,DF,1044.0,0.003831418,0.948275862,0.012180295,Sub Early,0.395288363
Fredrik André Bjørkan,DF,351.0,0.005698006,1.0,0.012412406,Monitor,0.216541335
José Ángel,DF,1080.0,0.009259259,0.758333333,0.012168238,Sub Early,0.398265527
Ebenezer Annan,DF,27.0,0.0,0.0,0.012520926,Monitor,0.101062872
Cristian Ansaldi,DF,693.0,0.028860029,1.38961039,0.012297858,Sub Early,0.383904163
Mattia Aramu,"MF,FW",2097.0,0.022412971,1.163090129,0.011827607,Sub Early,0.767714505
Néstor Araujo,DF,2619.0,0.00076365,0.374570447,0.01165277,Monitor,0.793404531
Santiago Arias,DF,441.00000000000006,0.013605442,1.06122449,0.012382262,Monitor,0.25465127
Alejandro Asensio,FW,9.0,0.111111111,8.0,0.012526955,Monitor,0.899786117
Harrison Ashby,DF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Simon Asta,DF,782.9999999999999,0.003831418,0.83908046,0.012267714,Sub Early,0.307737436
Jean-Kévin Augustin,"FW,MF",81.0,0.0,3.666666667,0.012502839,Monitor,0.368009802
Ramzi Aya,DF,135.0,0.0,0.333333333,0.012484753,Monitor,0.129862527
Karim Azamoum,DF,387.0,0.0,1.209302326,0.012400349,Monitor,0.231655954
Carlos Bacca,FW,513.0,0.015594542,0.824561404,0.012358147,Monitor,0.256387807
Daniel Bachmann,GK,1080.0,0.0,0.025,0.012168238,Monitor,0.308252826
Youssouph Badji,"FW,MF",135.0,0.014814815,1.866666667,0.012484753,Monitor,0.247012457
Issa Bah,FW,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Stéphane Bahoken,FW,1098.0,0.010928962,1.87704918,0.012162209,Sub Early,0.526384437
Stefan Bajic,GK,513.0,0.0,0.0,0.012358147,Monitor,0.17439286
Abdoulaye Bakayoko,DF,306.0,0.0,1.323529412,0.012427478,Monitor,0.221828855
Ibrahima Baldé,"FW,MF",54.0,0.018518519,2.0,0.012511882,Monitor,0.244125984
Keita Baldé,FW,1233.0,0.01135442,2.051094891,0.012116992,Sub Early,0.588863673
Gareth Bale,FW,279.0,0.010752688,1.064516129,0.012436522,Monitor,0.212885313
Simon Banza,FW,126.0,0.031746032,1.214285714,0.012487767,Monitor,0.22115846
Barbero,"FW,MF",18.0,0.0,13.0,0.01252394,Monitor,0.967252677
Danilo Barbosa,DF,90.0,0.0,1.6,0.012499825,Monitor,0.195194287
Barcia,DF,72.0,0.0,0.0,0.012505854,Monitor,0.106492928
Enis Bardhi,"MF,FW",1700.9999999999998,0.028218695,1.656084656,0.011960242,Sub Early,0.719882299
Ashley Barnes,FW,810.0,0.011111111,2.433333333,0.01225867,Sub Early,0.493098187
Antonio Barragán,DF,1017.0,0.001966568,0.911504425,0.012189339,Sub Early,0.379372429
Jacob Barrett Laursen,DF,1629.0000000000002,0.004910988,0.563535912,0.011984357,Monitor,0.544426382
Abdourahmane Barry,DF,207.0,0.009661836,2.913043478,0.012460637,Monitor,0.350528897
Daniele Baselli,"MF,FW",153.0,0.006535948,1.235294118,0.012478724,Monitor,0.192394433
Amine Bassi,"MF,FW",180.0,0.038888889,1.6,0.01246968,Monitor,0.276682949
Álvaro Bastida,MF,198.00000000000003,0.0,0.227272727,0.012463652,Monitor,0.134008766
Lewis Bate,MF,144.0,0.0,2.8125,0.012481738,Monitor,0.304527593
Jon Bautista,MF,45.0,0.0,0.6,0.012514897,Monitor,0.12960618
Paul Baysse,"MF,DF",9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Valon Behrami,"MF,FW",315.0,0.003174603,1.542857143,0.012424464,Monitor,0.245730991
Vid Belec,GK,1935.0,0.0,0.041860465,0.011881867,Monitor,0.576503962
Ishak Belfodil,FW,1638.0,0.017704518,1.159340659,0.011981343,Sub Early,0.635802227
George Bello,DF,432.0,0.00462963,1.083333333,0.012385276,Monitor,0.239695752
Hatem Ben Arfa,"FW,MF",315.0,0.022222222,2.028571429,0.012424464,Monitor,0.321483818
Darío Benedetto,"FW,MF",594.0,0.011784512,1.136363636,0.012331017,Monitor,0.297545559
László Bénes,MF,243.00000000000003,0.020576132,1.148148148,0.012448579,Monitor,0.22568675
Walter Benítez,GK,3330.0,0.0,0.010810811,0.01141463,Monitor,0.891420817
Loris Benito,DF,62.99999999999999,0.0,1.0,0.012508868,Monitor,0.153253313
Pedro Benito,FW,27.0,0.0,5.666666667,0.012520926,Monitor,0.561697115
Filip Benković,"DF,FW",9.0,0.0,3.0,0.012526955,Monitor,0.284857555
Keanan Bennetts,"FW,DF",54.0,0.0,3.333333333,0.012511882,Monitor,0.327624356
Christian Benteke,FW,1143.0,0.015748031,1.653543307,0.012147137,Sub Early,0.527481217
Alessandro Berardi,GK,90.0,0.0,0.0,0.012499825,Monitor,0.108735993
Steven Bergwijn,"FW,MF",567.0,0.021164021,2.238095238,0.01234006,Monitor,0.416005653
Valon Berisha,"MF,FW",459.0,0.019607843,1.725490196,0.012376233,Monitor,0.328928704
Federico Bernardeschi,"MF,FW",1475.9999999999998,0.014227642,1.207317073,0.012035603,Sub Early,0.583529394
Nicolò Bertola,"MF,DF",36.0,0.0,1.0,0.012517911,Monitor,0.148761734
Ryan Bertrand,DF,333.0,0.0,0.945945946,0.012418435,Monitor,0.200663126
Daniel Bessa,MF,765.0,0.015686275,1.247058824,0.012273743,Sub Early,0.364570803
Bartosz Białek,"FW,DF",180.0,0.011111111,2.2,0.01246968,Monitor,0.279823463
Mads Bidstrup,MF,45.0,0.0,2.2,0.012514897,Monitor,0.228406138
Luis Binks,DF,648.0,0.00154321,0.430555556,0.01231293,Monitor,0.234822388
Nathan Bitumazala,DF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Danny Blum,FW,342.0,0.040935673,1.078947368,0.012415421,Monitor,0.277542482
Herbert Bockhorn,DF,846.0,0.004728132,0.968085106,0.012246613,Sub Early,0.339448608
Luka Bogdan,DF,396.00000000000006,0.0,0.318181818,0.012397334,Monitor,0.172217417
Charles Boli,"MF,DF",36.0,0.0,0.0,0.012517911,Monitor,0.102128846
Tarsis Bonga,"MF,FW",18.0,0.0,6.0,0.01252394,Monitor,0.593757824
Solomon Bonnah,DF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Denis Bouanga,"FW,MF",2439.0,0.019680197,2.269372694,0.011713059,Sub Early,0.889979012
Ryad Boudebouz,"MF,FW",2250.0,0.026666667,0.984,0.011776362,Sub Early,0.79480657
Farid Boulaya,"MF,FW",1530.0,0.024836601,0.729411765,0.012017516,Sub Early,0.57311084
Redwan Bourles,"MF,FW",18.0,0.0,2.0,0.01252394,Monitor,0.207796547
Dedryck Boyata,DF,1899.0,0.002632965,0.322274882,0.011893924,Monitor,0.599909046
Iker Bravo,FW,9.0,0.0,4.0,0.012526955,Monitor,0.379646885
Jimmy Briand,"FW,MF",225.0,0.062222222,2.12,0.012454608,Monitor,0.383205446
Yan Brice Eteki,MF,342.0,0.002923977,2.210526316,0.012415421,Monitor,0.309612547
Brian Brobbey,"FW,MF",135.0,0.037037037,2.733333333,0.012484753,Monitor,0.366142699
Daniel Brosinski,DF,387.0,0.020671835,0.627906977,0.012400349,Monitor,0.219506085
Osman Bukari,"FW,MF",1008.0,0.023809524,1.535714286,0.012192353,Sub Early,0.488624715
Aleksander Buksa,FW,62.99999999999999,0.0,2.0,0.012508868,Monitor,0.217573345
Sascha Burchert,GK,1260.0,0.000793651,0.0,0.012107949,Monitor,0.359267967
Roman Bürki,GK,90.0,0.0,0.0,0.012499825,Monitor,0.108735993
Gianluca Busio,MF,1953.0,0.00921659,1.110599078,0.011875838,Sub Early,0.704967295
Oriol Busquets,MF,198.00000000000003,0.0,0.818181818,0.012463652,Monitor,0.166282496
Jack Butland,GK,765.0,0.0,0.0,0.012273743,Monitor,0.226566947
Sam Byram,DF,1026.0,0.003898635,0.649122807,0.012186324,Sub Early,0.359766395
Erick Cabaco,DF,405.0,0.007407407,0.755555556,0.01239432,Monitor,0.213166233
Willy Caballero,GK,180.0,0.0,0.1,0.01246968,Monitor,0.125210816
Martín Cáceres,DF,827.9999999999999,0.008454106,0.608695652,0.012252642,Sub Early,0.307680917
Mathieu Cafaro,"MF,FW",189.0,0.010582011,1.80952381,0.012466666,Monitor,0.248625444
Yannick Cahuzac,MF,621.0,0.001610306,0.420289855,0.012321973,Monitor,0.227911945
Felipe Caicedo,FW,288.0,0.03125,1.625,0.012433507,Monitor,0.293872417
Marc-Aurèle Caillard,GK,1539.0000000000002,0.0,0.011695906,0.012014502,Monitor,0.445618825
Calderón,DF,62.99999999999999,0.015873016,1.0,0.012508868,Monitor,0.172072886
Mamadou Camara,FW,36.0,0.0,1.75,0.012517911,Monitor,0.19430718
Víctor Camarasa,"MF,FW",108.0,0.0,2.166666667,0.012493796,Monitor,0.240508197
Álex Cantero,"FW,MF",612.0,0.006535948,1.544117647,0.012324988,Sub Early,0.33042171
Todd Cantwell,"FW,MF",441.00000000000006,0.004535147,1.551020408,0.012382262,Monitor,0.280366053
Leonardo Capezzi,MF,171.0,0.0,1.947368421,0.012472695,Monitor,0.238246079
Carlo,MF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Guido Carrillo,FW,1170.0,0.006837607,1.853846154,0.012138093,Sub Early,0.538288553
Kiko Casilla,GK,1260.0,0.000793651,0.071428571,0.012107949,Monitor,0.366359161
Moreto Cassamã,MF,801.0,0.012484395,1.202247191,0.012261685,Sub Early,0.364471984
Francesco Cassata,MF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Gonzalo Castro,"MF,FW",432.0,0.013888889,1.270833333,0.012385276,Monitor,0.270290168
Craig Cathcart,DF,2394.0,0.001670844,0.259398496,0.011728131,Monitor,0.733419565
Luca Ceppitelli,DF,1449.0000000000002,0.002760524,0.571428571,0.012044646,Monitor,0.482319704
Damir Ceter,FW,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Nassim Chadli,"MF,DF",99.0,0.01010101,5.0,0.01249681,Monitor,0.535738393
Kayky Chagas,FW,9.0,0.0,7.0,0.012526955,Monitor,0.689394133
Mehdi Chahiri,DF,18.0,0.0,0.0,0.01252394,Monitor,0.100006784
Dylan Chambost,"MF,FW",756.0,0.013227513,0.678571429,0.012276757,Sub Early,0.303049905
Chapela,"MF,FW",396.00000000000006,0.005050505,1.0,0.012397334,Monitor,0.225624647
Justin Che,"FW,DF",45.0,0.0,0.0,0.012514897,Monitor,0.103204774
Chema,MF,45.0,0.022222222,1.8,0.012514897,Monitor,0.232278902
Denis Cheryshev,"MF,FW",567.0,0.007054674,1.761904762,0.01234006,Monitor,0.339252827
Giorgio Chiellini,DF,1350.0,0.005185185,0.513333333,0.012077805,Monitor,0.449413331
Chiquinho,"DF,FW",207.0,0.038647343,2.739130435,0.012460637,Monitor,0.392015237
Hamza Choudhury,"DF,MF",288.0,0.0,1.4375,0.012433507,Monitor,0.226276995
Max Christiansen,MF,2052.0,0.005847953,0.587719298,0.011842679,Monitor,0.678226631
Riccardo Ciervo,"MF,DF",225.0,0.017777778,1.0,0.012454608,Monitor,0.206821844
Jasper Cillessen,GK,1458.0,0.001371742,0.012345679,0.012041631,Monitor,0.422805323
Moustapha Cissé,FW,36.0,0.027777778,6.5,0.012517911,Monitor,0.702583702
Ciaran Clark,DF,1017.0,0.004916421,0.309734513,0.012189339,Monitor,0.326306578
Tom Cleverley,MF,1620.0,0.013580247,0.844444444,0.011987372,Sub Early,0.589685886
Coke,DF,117.0,0.025641026,1.384615385,0.012490781,Monitor,0.222587114
Ebrima Colley,"FW,MF",396.00000000000006,0.012626263,2.0,0.012397334,Monitor,0.323500561
Diego Conde,GK,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Aaron Connolly,"FW,MF",153.0,0.006535948,0.470588235,0.012478724,Monitor,0.146424325
Lucas Copado,FW,18.0,0.0,2.0,0.01252394,Monitor,0.207796547
Sergio Córdova,"FW,MF",324.0,0.00617284,1.416666667,0.01242145,Monitor,0.242705974
Hélder Costa,MF,18.0,0.0,3.5,0.01252394,Monitor,0.333123636
Kalifa Coulibaly,FW,846.0,0.016548463,1.606382979,0.012246613,Sub Early,0.428335074
Charlie Cresswell,DF,144.0,0.0,0.9375,0.012481738,Monitor,0.163688023
Domenico Criscito,DF,1620.0,0.009876543,0.683333333,0.011987372,Sub Early,0.564933233
Cristo,DF,18.0,0.055555556,1.5,0.01252394,Monitor,0.255607956
Enzo Crivelli,"FW,MF",99.0,0.0,1.363636364,0.01249681,Monitor,0.181468203
Giovanni Crociata,FW,18.0,0.0,1.5,0.01252394,Monitor,0.17465608
Cucho,"FW,MF",1143.0,0.023622047,1.078740157,0.012147137,Sub Early,0.482955607
Luke Cundle,MF,180.0,0.011111111,0.85,0.01246968,Monitor,0.178713435
Patrick Cutrone,FW,1404.0,0.008547009,1.211538462,0.012059718,Sub Early,0.548884533
Wylan Cyprien,MF,1494.0000000000002,0.024096386,0.740963855,0.012029574,Sub Early,0.561278031
Rafael Czichos,DF,1404.0,0.002136752,0.564102564,0.012059718,Monitor,0.46562273
Lennart-Marten Czyborra,DF,135.0,0.0,1.4,0.012484753,Monitor,0.190911255
Lucas Da Cunha,MF,396.00000000000006,0.035353535,1.568181818,0.012397334,Monitor,0.326260119
Stuart Dallas,"DF,MF",2916.0,0.011316872,0.817901235,0.011553294,Sub Early,0.882187691
Ebrima Darboe,MF,62.99999999999999,0.0,1.0,0.012508868,Monitor,0.153253313
Karl Darlow,GK,720.0,0.0,0.0625,0.012288815,Monitor,0.221085302
Konrad De La Fuente,"FW,MF",782.9999999999999,0.01532567,0.873563218,0.012267714,Sub Early,0.332752981
Sebastien De Maio,DF,180.0,0.005555556,0.85,0.01246968,Monitor,0.171718817
Tommaso De Nipoti,FW,9.0,0.0,4.0,0.012526955,Monitor,0.379646885
Saulo Decarli,DF,9.0,0.0,0.0,0.012526955,Monitor,0.098960517
Troy Deeney,FW,27.0,0.037037037,1.333333333,0.012520926,Monitor,0.215823857
Liam Delap,FW,9.0,0.0,3.0,0.012526955,Monitor,0.284857555
Filippo Delli Carri,DF,333.0,0.003003003,0.864864865,0.012418435,Monitor,0.199278552
Fabian Delph,MF,666.0,0.006006006,0.810810811,0.012306901,Sub Early,0.277732463
Yusuf Demir,FW,189.0,0.0,1.523809524,0.012466666,Monitor,0.21067575
Jason Denayer,DF,999.0,0.004004004,0.333333333,0.012195367,Monitor,0.321669249
Mike van der Hoorn,DF,18.0,0.0,0.0,0.01252394,Monitor,0.100006784
Jacopo Dezi,MF,18.0,0.055555556,0.0,0.01252394,Monitor,0.152763254
Francesco Di Mariano,FW,62.99999999999999,0.015873016,0.428571429,0.012508868,Monitor,0.139865895
Francesco Di Tacchio,MF,1251.0,0.003197442,1.050359712,0.012110963,Sub Early,0.47048301
Yadaly Diaby,"FW,MF",62.99999999999999,0.0,2.428571429,0.012508868,Monitor,0.250524628
Amadou Diawara,MF,171.0,0.005847953,0.789473684,0.012472695,Monitor,0.166780531
Javier Díaz,GK,90.0,0.0,0.0,0.012499825,Monitor,0.108735993
Daniel Didavi,"MF,FW",279.0,0.025089606,1.516129032,0.012436522,Monitor,0.271157251
Elhadji Dieye,"FW,MF",36.0,0.0,3.75,0.012517911,Monitor,0.362767645
Mitchell Dijks,"DF,FW",693.0,0.012987013,1.064935065,0.012297858,Sub Early,0.32065959
Javairô Dilrosun,"MF,FW",1728.0,0.022569444,1.026041667,0.011951199,Sub Early,0.65906346
Landry Dimata,"FW,MF",540.0,0.009259259,2.3,0.012349103,Monitor,0.389034772
Assane Dioussé,MF,27.0,0.0,1.333333333,0.012520926,Monitor,0.166189609
Matías Dituro,GK,3420.0,0.000292398,0.034210526,0.011384486,Monitor,0.903324576
Bryan Djile Nokoué,"DF,MF",54.0,0.0,0.666666667,0.012511882,Monitor,0.134221613
Naïs Djouahra,"FW,MF",216.0,0.018518519,1.875,0.012457623,Monitor,0.27415351
Brandon Domingues,"MF,FW",234.0,0.025641026,1.115384615,0.012451594,Monitor,0.228915166
Lee Dongjun,"MF,FW",117.0,0.0,2.538461538,0.012490781,Monitor,0.27317941
Anastasios Donis,"FW,MF",369.0,0.013550136,1.658536585,0.012406377,Monitor,0.286722108
Fodé Doucouré,"DF,FW",153.0,0.006535948,0.176470588,0.012478724,Monitor,0.131331962
Moussa Doumbia,FW,90.0,0.0,2.0,0.012499825,Monitor,0.223596824
Kieran Dowell,"FW,MF",909.0,0.01980198,1.079207921,0.012225512,Sub Early,0.400126142
Julian Draxler,"FW,MF",549.0,0.021857923,0.590163934,0.012346089,Monitor,0.256507552
Matthieu Dreyer,GK,1440.0,0.0,0.0,0.01204766,Monitor,0.412926732
Óscar Duarte,DF,1773.0,0.002820079,0.54822335,0.011936126,Monitor,0.584249806
Leo Dubois,DF,1745.9999999999998,0.009736541,0.762886598,0.01194517,Sub Early,0.612458176
Jeremy Dudziak,"MF,FW",1134.0,0.013227513,1.198412698,0.012150151,Sub Early,0.470270552
Unai Dufur,DF,90.0,0.0,0.3,0.012499825,Monitor,0.121865236
Erik Durm,DF,477.0,0.008385744,0.603773585,0.012370204,Monitor,0.219399185
Julian Eitschberger,DF,45.0,0.0,0.0,0.012514897,Monitor,0.103204774
Jurgen Ekkelenkamp,"MF,FW",720.0,0.015277778,1.7875,0.012288815,Sub Early,0.404814573
Renaud Emond,"FW,MF",189.0,0.0,1.19047619,0.012466666,Monitor,0.187855477
Keita Endo,MF,54.0,0.018518519,1.333333333,0.012511882,Monitor,0.195212886
Michael Esser,GK,270.0,0.0,0.0,0.012439536,Monitor,0.133525596
Estanis,FW,9.0,0.0,7.0,0.012526955,Monitor,0.689394133
Oghenekaro Etebo,MF,405.0,0.004938272,0.933333333,0.01239432,Monitor,0.222507602
Cesc Fàbregas,MF,36.0,0.055555556,0.75,0.012517911,Monitor,0.202999943
Wahid Faghir,FW,126.0,0.007936508,1.142857143,0.012487767,Monitor,0.18286496
Diego Falcinelli,FW,62.99999999999999,0.0,4.285714286,0.012508868,Monitor,0.425979198
Paolo Faragò,MF,18.0,0.0,2.0,0.01252394,Monitor,0.207796547
